,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
202,mic,1.0,9.0,1.0,3.0,1.0,1.0,3.0,10.0,8.0,0.0,-3975.11,0.216,10.892,,,,,,
203,0.4488,-1.0075e-05,-1007.3,-3.9731,3.35e-05,10.0,574.0,4.0,-0.0861,0.0,,,,,,,,,,
204,san,1.0,9.0,1.0,3.0,1.0,1.0,3.0,10.0,8.0,0.0,-3964.96,0.23,10.9,,,,,,
205,0.4488,-1.0075e-05,-1007.3,-3.9731,3.35e-05,10.0,574.0,4.0,-0.0861,0.0,,,,,,,,,,
206,an,1.0,7.0,1.0,3.0,2.0,1.0,2.0,10.0,8.0,0.0,-4233.48,0.2,10.079,,,,,,
207,0.3716,1.2615e-05,-4110.2,-2.0384,2.38e-05,10.0,919.0,4.0,-0.13785,1.0,2300.0,0.011,0.05,,,,,,,
208,q,1.0,1.0,1.0,10.0,2.0,0.0,-910.83,0.0415,2.2688,,,,,,,,,,
209,0.1107,-5.189e-06,0.0,-1.1283,6.5e-06,10.0,750.0,4.0,-0.1125,1.0,847.0,0.00495,0.1188,,,,,,,
210,trd,1.0,1.0,1.0,10.0,2.0,0.0,-906.69,0.0461,2.7,,,,,,,,,,
211,0.0979,-3.35e-06,-636.2,-0.774,5e-06,10.0,750.0,4.0,-0.1125,0.0,,,,,,,,,,
212,crst,1.0,1.0,1.0,10.0,2.0,0.0,-905.99,0.0465,2.61,,,,,,,,,,
213,0.0979,-3.35e-06,-636.2,-0.774,8.1e-06,10.0,600.0,4.0,-0.09,0.0,,,,,,,,,,
214,coe,1.0,1.0,1.0,10.0,2.0,0.0,-905.47,0.0408,2.064,,,,,,,,,,
215,0.0965,-5.77e-07,-444.8,-0.7982,1.8e-05,10.0,1000.0,4.0,-0.15,0.0,,,,,,,,,,
216,stv,1.0,1.0,1.0,10.0,2.0,0.0,-875.63,0.0245,1.4014,,,,,,,,,,
217,0.0681,6.01e-06,-1978.2,-0.0821,2.5e-05,10.0,3160.0,4.0,-0.474,0.0,,,,,,,,,,
218,ne,1.0,8.0,1.0,3.0,1.0,1.0,1.0,10.0,4.0,0.0,-2095.08,0.1244,5.419,,,,,,
219,0.2727,-1.2398e-05,0.0,-2.7631,8.1e-05,10.0,600.0,4.0,-0.09,1.0,467.0,0.01,0.08,,,,,,,
220,kals,1.0,9.0,1.0,3.0,1.0,1.0,1.0,10.0,4.0,0.0,-2121.92,0.134,6.04,,,,,,
221,0.242,-4.482e-06,-895.8,-1.9358,5.76e-05,10.0,590.0,4.0,-0.0885,0.0,,,,,,,,,,
222,lc,1.0,9.0,1.0,3.0,1.0,1.0,2.0,10.0,6.0,0.0,-3029.16,0.2,8.828,,,,,,
223,0.3698,-1.6332e-05,684.7,-3.6831,3.67e-05,10.0,630.0,4.0,-0.0945,1.0,938.0,0.018,0.482,,,,,,,
224,me,4.0,7.0,4.0,3.0,6.0,1.0,6.0,10.0,27.0,12.0,1.0,0.0,-13843.57,0.752,33.985,,,,
225,1.359,3.6442e-05,-8594.7,-9.5982,3.16e-05,10.0,870.0,4.0,-0.1305,0.0,,,,,,,,,,
226,wrk,1.0,7.0,1.0,3.0,2.0,1.0,4.0,10.0,14.0,11.0,4.0,0.0,-6666.42,0.375,19.04,,,,
227,0.8383,-2.146e-05,-2272.0,-7.2923,2.38e-05,10.0,1000.0,4.0,-0.15,0.0,,,,,,,,,,
228,lmt,1.0,7.0,1.0,3.0,2.0,1.0,4.0,10.0,16.0,11.0,8.0,0.0,-7268.47,0.457,20.37,,,,
229,1.0134,-2.1413e-05,-2235.8,-8.8067,2.38e-05,10.0,1000.0,4.0,-0.15,0.0,,,,,,,,,,
230,heu,1.0,7.0,1.0,3.0,2.0,1.0,7.0,10.0,24.0,11.0,12.0,0.0,-10599.14,0.669,31.8,,,,
231,1.5048,-3.3224e-05,-2959.3,-13.2972,2.38e-05,10.0,1000.0,4.0,-0.15,0.0,,,,,,,,,,
232,stlb,1.0,7.0,1.0,3.0,2.0,1.0,7.0,10.0,25.0,11.0,14.0,0.0,-10898.83,0.71,32.87,,,,
233,1.5884,-3.2043e-05,-3071.6,-13.9669,2.38e-05,10.0,1000.0,4.0,-0.15,0.0,,,,,,,,,,
234,anl,1.0,8.0,1.0,3.0,1.0,1.0,2.0,10.0,7.0,11.0,2.0,0.0,-3309.9,0.232,9.74,,,,
235,0.6435,-1.6067e-05,9302.3,-9.1796,5e-05,10.0,400.0,4.0,-0.06,0.0,,,,,,,,,,
236,lime,1.0,7.0,1.0,10.0,1.0,0.0,-634.95,0.0381,1.6764,,,,,,,,,,
237,0.0524,3.673e-06,-750.7,-0.051,6.65e-05,10.0,1160.0,4.0,-0.174,0.0,,,,,,,,,,
238,ru,1.0,2.0,1.0,10.0,2.0,0.0,-944.18,0.0506,1.882,,,,,,,,,,
239,0.0904,2.9e-06,0.0,-0.6238,4.43e-05,10.0,2225.0,4.0,-0.33375,0.0,,,,,,,,,,
240,per,1.0,5.0,1.0,10.0,1.0,0.0,-601.6,0.0269,1.125,,,,,,,,,,
241,0.0605,3.62e-07,-535.8,-0.2992,6.2e-05,10.0,1650.0,4.0,-0.2475,0.0,,,,,,,,,,
242,mang,1.0,6.0,1.0,10.0,1.0,0.0,-385.15,0.0597,1.3221,,,,,,,,,,
243,0.0598,3.6e-06,-31.4,-0.2826,6.3e-05,10.0,1640.0,4.0,-0.246,0.0,,,,,,,,,,
244,cor,2.0,3.0,2.0,10.0,3.0,0.0,-1675.25,0.0509,2.558,,,,,,,,,,
245,0.1395,5.89e-06,-2460.6,-0.5892,4.19e-05,10.0,2520.0,4.0,-0.378,0.0,,,,,,,,,,
246,hem,2.0,4.0,2.0,10.0,3.0,0.0,-825.71,0.0874,3.0274,,,,,,,,,,
247,0.1639,0.0,-2257.2,-0.6576,5.99e-05,10.0,1996.0,4.0,-0.2994,1.0,955.0,0.0156,0.0,,,,,,,
248,NiO,1.0,15.0,1.0,10.0,1.0,0.0,-239.44,0.038,1.097,,,,,,,,,,
249,0.0477,7.824e-06,-392.5,0.0,6.2e-05,10.0,1650.0,4.0,-0.2475,1.0,520.0,0.0057,0.0,,,,,,,
250,pnt,1.0,6.0,1.0,2.0,1.0,10.0,3.0,0.0,-1359.24,0.1049,3.288,,,,,,,,
251,0.1419,3.373e-06,-1940.7,-0.4076,4.95e-05,10.0,1770.0,4.0,-0.2655,0.0,,,,,,,,,,
252,geik,1.0,5.0,1.0,2.0,1.0,10.0,3.0,0.0,-1567.49,0.0746,3.086,,,,,,,,
253,0.151,0.0,-1890.4,-0.6522,4.95e-05,10.0,1770.0,4.0,-0.2655,0.0,,,,,,,,,,
254,ilm,1.0,4.0,1.0,2.0,1.0,10.0,3.0,0.0,-1231.3,0.1089,3.169,,,,,,,,
255,0.1389,5.081e-06,-1288.8,-0.4637,4.95e-05,10.0,1770.0,4.0,-0.2655,1.0,1900.0,0.011,0.02,,,,,,,
256,bdy,1.0,16.0,1.0,10.0,2.0,0.0,-1101.03,0.0504,2.115,,,,,,,,,,
257,0.0907,0.0,-813.3,-0.4388,3.76e-05,10.0,2225.0,4.0,-0.33375,0.0,,,,,,,,,,
258,sp,1.0,5.0,1.0,3.0,2.0,10.0,4.0,0.0,-2300.72,0.0815,3.978,,,,,,,,
259,0.2427,-6.037e-06,-2315.1,-1.6781,4.31e-05,10.0,1945.0,4.0,-0.29175,0.0,,,,,,,,,,
260,herc,1.0,4.0,1.0,3.0,2.0,10.0,4.0,0.0,-1959.15,0.1075,4.075,,,,,,,,
261,0.2833,-5.376e-06,609.8,-2.7136,3.95e-05,10.0,2120.0,4.0,-0.318,0.0,,,,,,,,,,
262,mt,2.0,4.0,3.0,10.0,4.0,0.0,-1115.51,0.1461,4.452,,,,,,,,,,
263,0.2625,-7.204e-06,-1926.2,-1.6557,6.96e-05,10.0,1850.0,4.0,-0.2775,1.0,848.0,0.035,0.0,,,,,,,
264,mft,2.0,5.0,1.0,4.0,2.0,10.0,4.0,0.0,-1440.66,0.1265,4.457,,,,,,,,
265,0.2179,3.55e-07,-3108.0,-0.7459,6.96e-05,10.0,1850.0,4.0,-0.2775,1.0,665.0,0.0129,0.0,,,,,,,
266,usp,2.0,4.0,2.0,2.0,1.0,10.0,4.0,0.0,-1497.49,0.175,4.682,,,,,,,,
267,-0.1026,0.00014252,-9144.5,5.2707,6.9e-05,10.0,1850.0,4.0,-0.2775,0.0,,,,,,,,,,
268,br,1.0,5.0,1.0,10.0,2.0,11.0,2.0,0.0,-924.92,0.0645,2.463,,,,,,,,
269,0.1584,-4.076e-06,-1052.3,-1.1713,0.00013,10.0,485.0,4.0,-0.07275,0.0,,,,,,,,,,
270,dsp,1.0,3.0,1.0,10.0,2.0,11.0,1.0,0.0,-999.47,0.035,1.776,,,,,,,,
271,0.1451,8.709e-06,584.4,-1.7411,7.97e-05,10.0,2300.0,4.0,-0.345,0.0,,,,,,,,,,
272,gth,1.0,4.0,1.0,10.0,2.0,11.0,1.0,0.0,-561.65,0.0604,2.082,,,,,,,,
273,0.1393,1.47e-07,-212.7,-1.0778,7.97e-05,10.0,2300.0,4.0,-0.345,0.0,,,,,,,,,,
274,cc,1.0,7.0,1.0,12.0,1.0,10.0,3.0,0.0,-1207.47,0.0925,3.689,,,,,,,,
275,0.1409,5.029e-06,-950.7,-0.8584,4.4e-05,10.0,760.0,4.0,-0.114,1.0,1240.0,0.01,0.04,,,,,,,
276,arag,1.0,7.0,1.0,10.0,3.0,12.0,1.0,0.0,-1207.58,0.0895,3.415,,,,,,,,
277,0.1923,-3.052e-06,1149.7,-2.1183,0.000115,10.0,650.0,4.0,-0.0975,1.0,1240.0,0.009,0.04,,,,,,,
278,mag,1.0,5.0,1.0,10.0,3.0,12.0,1.0,0.0,-1111.36,0.0651,2.803,,,,,,,,
279,0.1864,-3.772e-06,0.0,-1.8862,6.48e-05,10.0,1460.0,4.0,-0.219,0.0,,,,,,,,,,
280,sid,1.0,4.0,1.0,12.0,1.0,10.0,3.0,0.0,-761.44,0.095,2.938,,,,,,,,
281,0.1684,0.0,0.0,-1.4836,0.00011,10.0,1200.0,4.0,-0.18,0.0,,,,,,,,,,
282,rhc,1.0,6.0,1.0,12.0,1.0,10.0,3.0,0.0,-891.09,0.098,3.107,,,,,,,,
283,0.1695,0.0,0.0,-1.5343,6.5e-05,10.0,800.0,4.0,-0.12,0.0,,,,,,,,,,
284,dol,1.0,7.0,1.0,5.0,1.0,10.0,6.0,12.0,2.0,0.0,-2324.43,0.156,6.434,,,,,,
285,0.3589,-4.905e-06,0.0,-3.4562,6.35e-05,10.0,900.0,4.0,-0.135,1.0,1373.0,0.013,0.015,,,,,,,
286,ank,1.0,7.0,1.0,4.0,1.0,10.0,6.0,12.0,2.0,0.0,-1971.27,0.187,6.606,,,,,,
287,0.341,-1.161e-06,0.0,-3.0548,6.35e-05,10.0,900.0,4.0,-0.135,1.0,1273.0,0.009,0.01,,,,,,,
288,syv,1.0,9.0,1.0,13.0,1.0,0.0,-436.5,0.0826,3.752,,,,,,,,,,
289,0.0462,1.797e-05,0.0,0.0,0.000247,10.0,170.0,4.0,-0.0255,0.0,,,,,,,,,,
290,hlt,1.0,8.0,1.0,13.0,1.0,0.0,-411.3,0.0721,2.702,,,,,,,,,,
291,0.0452,1.797e-05,0.0,0.0,0.000269,10.0,240.0,4.0,-0.036,0.0,,,,,,,,,,
292,iron,1.0,4.0,1.0,0.0,0.0,0.02732,0.7092,,,,,,,,,,,,
293,0.0462,5.158e-06,723.1,-0.5562,7.46e-05,10.0,1680.0,4.0,-0.252,1.0,1042.0,0.0083,0.0,,,,,,,
294,Ni,1.0,15.0,1.0,0.0,0.0,0.02987,0.6588,,,,,,,,,,,,
295,0.0498,0.0,585.9,-0.5339,8.86e-05,10.0,1870.0,4.0,-0.2805,1.0,631.0,0.003,0.0,,,,,,,
296,gph,1.0,12.0,1.0,0.0,0.0,0.00585,0.5298,,,,,,,,,,,,
297,0.051,-4.428e-06,488.6,-0.8055,4.84e-05,10.0,390.0,4.0,-0.0585,0.0,,,,,,,,,,
298,diam,1.0,12.0,1.0,0.0,2.07,0.0023,0.3417,,,,,,,,,,,,
299,0.0243,6.272e-06,-377.4,-0.2734,1.65e-05,10.0,5800.0,4.0,-0.87,0.0,,,,,,,,,,
300,H2O,1.0,11.0,2.0,10.0,1.0,0.0,-241.81,0.1888,0.0,,,,,,,,,,
301,0.0401,8.656e-06,487.5,-0.2512,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
302,CO2,1.0,12.0,1.0,10.0,2.0,0.0,-393.51,0.2137,0.0,,,,,,,,,,
303,0.0878,-2.644e-06,706.4,-0.9989,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
304,CO,1.0,12.0,1.0,10.0,1.0,0.0,-110.53,0.19767,0.0,,,,,,,,,,
305,0.0457,-9.7e-08,662.7,-0.4147,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
306,CH4,1.0,12.0,1.0,11.0,4.0,0.0,-74.81,0.18626,0.0,,,,,,,,,,
307,0.1501,2.062e-06,3427.7,-2.6504,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
308,O2,1.0,10.0,2.0,0.0,0.0,0.2052,0.0,,,,,,,,,,,,
309,0.0483,-6.91e-07,499.2,-0.4207,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
310,H2,1.0,11.0,2.0,0.0,0.0,0.1307,0.0,,,,,,,,,,,,
311,0.0233,4.627e-06,0.0,0.0763,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
312,syvL,1.0,9.0,1.0,13.0,1.0,0.0,-416.49,0.0953,3.857,,,,,,,,,,
313,0.0669,0.0,0.0,0.0,0.0005,10.0,59.0,4.0,-0.00885,0.0,,,,,,,,,,
314,hltL,1.0,8.0,1.0,13.0,1.0,0.0,-393.42,0.0797,2.965,,,,,,,,,,
315,0.072,-3.223e-06,0.0,0.0,0.0005,10.0,66.0,4.0,-0.0099,0.0,,,,,,,,,,
316,foL,2.0,5.0,2.0,1.0,1.0,10.0,4.0,0.0,-2225.16,-0.055,4.243,,,,,,,,
317,0.2679,0.0,0.0,0.0,0.000145,10.0,730.0,4.0,-0.1095,0.0,,,,,,,,,,
318,faL,2.0,4.0,2.0,1.0,1.0,10.0,4.0,0.0,-1459.21,0.1025,4.695,,,,,,,,
319,0.2397,0.0,0.0,0.0,0.000169,10.0,410.0,4.0,-0.0615,0.0,,,,,,,,,,
320,silL,1.0,3.0,2.0,1.0,1.0,10.0,5.0,0.0,-2583.1,0.039,6.419,,,,,,,,
321,0.2376,0.0,0.0,0.0,1e-05,10.0,300.0,4.0,-0.045,0.0,,,,,,,,,,
322,anL,1.0,7.0,1.0,3.0,2.0,1.0,2.0,10.0,8.0,0.0,-4257.75,0.052,10.206,,,,,,
323,0.4175,0.0,0.0,0.0,4.9e-05,10.0,200.0,4.0,-0.03,0.0,,,,,,,,,,
324,h2oL,1.0,11.0,2.0,10.0,1.0,0.0,-295.71,0.0455,1.414,,,,,,,,,,
325,0.08,0.0,0.0,0.0,0.001079,10.0,40.0,4.0,-0.006,0.0,,,,,,,,,,
326,enL,1.0,5.0,2.0,1.0,2.0,10.0,6.0,0.0,-3091.76,-0.002,6.9,,,,,,,,
327,0.3549,0.0,0.0,0.0,0.000129,10.0,260.0,4.0,-0.039,0.0,,,,,,,,,,
328,kspL,1.0,9.0,1.0,3.0,1.0,1.0,3.0,10.0,8.0,0.0,-3992.67,0.1295,11.468,,,,,,
329,0.3673,0.0,0.0,0.0,6e-05,10.0,260.0,4.0,-0.039,0.0,,,,,,,,,,
330,qL,1.0,1.0,1.0,10.0,2.0,0.0,-920.85,0.0165,2.64,,,,,,,,,,
331,0.0825,0.0,0.0,0.0,-5e-06,10.0,470.0,4.0,-0.0705,0.0,,,,,,,,,,
332,diL,1.0,7.0,1.0,5.0,1.0,1.0,2.0,10.0,6.0,0.0,-3208.18,0.0238,7.34,,,,,,
333,0.3453,0.0,0.0,0.0,0.000129,10.0,300.0,4.0,-0.045,0.0,,,,,,,,,,
334,abL,1.0,8.0,1.0,3.0,1.0,1.0,3.0,10.0,8.0,0.0,-3934.37,0.145,10.71,,,,,,
335,0.3585,0.0,0.0,0.0,4.5e-05,10.0,390.0,4.0,-0.0585,0.0,,,,,,,,,,
336,H+,1.0,11.0,1.0,14.0,-1.0,0.0,0.0,0.0,0.0,,,,,,,,,,
337,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,,,,,,,
338,Cl-,1.0,13.0,1.0,14.0,1.0,0.0,-167.08,0.05673,1.779,,,,,,,,,,
339,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.1414,,,,,,,,,
340,OH-,1.0,10.0,1.0,11.0,1.0,14.0,1.0,0.0,-230.02,-0.01071,-0.418,,,,,,,,
341,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.1372,,,,,,,,,
342,Na+,1.0,8.0,1.0,14.0,-1.0,0.0,-240.3,0.0584,-0.111,,,,,,,,,,
343,0,0.0001913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0306,,,,,,,,,
344,K+,1.0,9.0,1.0,14.0,-1.0,0.0,-252.17,0.10104,0.906,,,,,,,,,,
345,0,7.27e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0072,,,,,,,,,
346,Ca++,1.0,7.0,1.0,14.0,-2.0,0.0,-543.3,-0.0565,-1.806,,,,,,,,,,
347,0,-6.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0463,,,,,,,,,
348,Mg++,1.0,5.0,1.0,14.0,-2.0,0.0,-465.96,-0.1381,-2.155,,,,,,,,,,
349,0,-4.62e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0265,,,,,,,,,
350,Fe++,1.0,4.0,1.0,14.0,-2.0,0.0,-90.42,-0.10711,-2.22,,,,,,,,,,
351,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0339,,,,,,,,,
352,Al+++,1.0,3.0,1.0,14.0,-3.0,0.0,-527.23,-0.3163,-4.44,,,,,,,,,,
353,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.1427,,,,,,,,,
354,CO3--,1.0,12.0,1.0,10.0,3.0,14.0,2.0,0.0,-675.23,-0.05,-0.502,,,,,,,,
355,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.2908,,,,,,,,,
356,AlOH3,1.0,3.0,1.0,10.0,3.0,11.0,3.0,0.0,-1251.85,0.0536,0.0,,,,,,,,
357,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.1015,,,,,,,,,
358,AlOH4-,1.0,3.0,1.0,10.0,4.0,11.0,4.0,14.0,1.0,0.0,-1495.78,0.1269,0.0,,,,,,
359,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0965,,,,,,,,,
360,KOH,1.0,9.0,1.0,10.0,1.0,11.0,1.0,0.0,-473.62,0.10962,-0.8,,,,,,,,
361,0,9.45e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0293,,,,,,,,,
362,HCl,1.0,11.0,1.0,13.0,1.0,0.0,-162.13,0.05673,1.779,,,,,,,,,,
363,0,9.03e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.054,,,,,,,,,
364,KCl,1.0,9.0,1.0,13.0,1.0,0.0,-400.03,0.18481,4.409,,,,,,,,,,
365,0,5.43e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.038,,,,,,,,,
366,NaCl,1.0,8.0,1.0,13.0,1.0,0.0,-399.88,0.12609,2.226,,,,,,,,,,
367,0,0.0001913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.002,,,,,,,,,
